"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"39";-0,152;-0,945;0,001;1,114;-1,313;0,055;1,723
"250";-0,047;-0,81;-0,965;0,022;0,004;-0,778;7,921
"1994";-1,773;-0,945;-1,126;1,114;-1,313;2,017;6,072
"1988";5,927;0,039;-1,126;0;-1,313;0,055;-0,981
"02";-1,267;11,06;-0,804;-0,85;0,067;0,358;-0,701
"01";-1,773;-0,945;-1,126;0;16,315;0,055;-0,981
"veementemente";-0,047;0,131;1,91;-1,02;0,004;-0,778;0,107
"sinceramente";0,642;-0,81;-0,965;-1,02;-1,125;18,011;-0,841
"reiteradamente";-1,52;17,206;-0,965;-1,02;-1,125;0,16;0,107
"raramente";0,642;0,131;-0,965;-1,02;-1,125;-0,778;7,921
"radicalmente";-0,047;-0,81;-0,965;0,022;-1,125;2,826;2,467
"primeiramente";-0,047;-0,81;6,575;0,022;0,004;-0,778;-0,841
"plenamente";-1,267;0,315;0,159;0,121;-0,937;0,358;0,276
"lhes";-1,52;0,131;1,91;0,022;0,004;-0,778;0,107
"legalmente";-0,047;0,131;0,04;-1,02;5,287;-0,778;-0,841
"ideologicamente";-0,047;-0,81;-0,965;-1,02;20,606;-0,778;-0,841
"exceto";-0,047;-0,81;-0,965;6,089;-1,125;2,826;-0,841
"dificilmente";-0,047;2,638;-0,965;1,712;-1,125;-0,778;0,107
"diferentemente";0,642;-0,81;-0,965;-1,02;5,287;-0,778;0,107
"criminalmente";-0,047;8,329;1,91;-1,02;-1,125;-0,778;-0,841
"ante";-1,52;0,131;-0,965;6,089;0,004;-0,778;0,107
"amplamente";-1,52;-0,81;6,575;0,022;0,004;-0,778;0,107
"altamente";-0,047;-0,81;-0,965;6,089;-1,125;-0,778;2,467
"ai";8,038;-0,81;-0,965;0,022;0,004;-0,778;-0,841
"ademais";-0,047;2,638;0,04;0,022;0,004;-0,778;-0,841
"850";-1,52;17,206;0,04;-1,02;0,004;-0,778;-0,841
"82";-1,267;-0,675;-0,804;8,336;2,207;-0,648;-0,701
"79";0,642;-0,81;-0,965;0,022;1,391;-0,778;0,107
"78";-0,047;-0,81;-0,965;1,712;5,287;-0,778;-0,841
"7000";-1,52;17,206;0,04;-1,02;0,004;-0,778;-0,841
"67";-1,52;-0,81;-0,965;13,153;0,004;-0,778;0,107
"62";3,305;-0,81;-0,965;0,022;-1,125;2,826;-0,841
"58";-0,047;-0,81;-0,965;6,089;0,004;0,16;-0,841
"470";-1,52;0,131;-0,965;0,022;11,692;-0,778;-0,841
"42";-1,52;0,131;-0,965;1,712;5,287;-0,778;-0,841
"1984";-1,52;-0,81;0,04;-1,02;11,692;-0,778;0,107
"180";-1,52;2,638;-0,965;1,712;0,004;-0,778;0,107
"160";-1,013;0,657;-0,643;0,354;0,256;-0,518;0,6
"141";-1,52;-0,81;-0,965;-1,02;32,029;-0,778;-0,841
"x";11,093;-0,675;-0,804;0,121;-0,937;-0,648;-0,701
"trinta";-1,267;3,776;-0,804;-0,85;2,207;0,358;-0,701
"sic";4,913;-0,675;-0,804;-0,85;-0,937;4,01;-0,701
"regularmente";-1,267;-0,675;0,159;-0,85;7,357;-0,648;0,276
"perfeitamente";1,216;0,315;-0,804;-0,85;-0,937;-0,648;3,564
"particularmente";-1,267;-0,675;-0,804;8,336;-0,937;-0,648;3,564
"n";-1,013;-0,54;0,417;-0,68;0,256;5,85;-0,561
"minimamente";4,913;3,776;-0,804;-0,85;-0,937;-0,648;-0,701
"livremente";2,203;0,657;-0,643;-0,68;-0,75;0,721;-0,561
"juridicamente";-1,267;0,315;0,159;0,121;0,067;0,358;-0,701
"inteiramente";0;-0,675;2,867;0,121;-0,937;0,358;-0,701
"historicamente";7,452;-0,54;-0,643;-0,68;-0,75;0,721;-0,561
"constantemente";0;-0,675;-0,804;2,617;0,067;0,358;-0,701
"95";0,057;-0,54;-0,643;11,793;-0,75;-0,518;-0,561
"89";-1,267;3,776;-0,804;-0,85;0,067;0,358;0,276
"74";-1,267;-0,675;8,929;0,121;-0,937;-0,648;0,276
"63";-1,267;-0,675;0,159;0,121;7,357;-0,648;-0,701
"550";0;-0,675;-0,804;0,121;0,067;-0,648;3,564
"49";0;-0,675;-0,804;0,121;-0,937;11,601;-0,701
"44";-1,267;0,315;0,159;0,121;0,067;0,358;-0,701
"336";-0,76;-0,405;-0,482;0,856;-0,562;9,003;-0,42
"2019";1,216;-0,675;-0,804;0,121;-0,937;4,01;-0,701
"1996";0;0,315;-0,804;2,617;-0,937;-0,648;0,276
"1995";0;-0,675;-0,804;0,121;-0,937;4,01;0,276
"190";-1,267;-0,675;-0,804;17,28;0,067;-0,648;-0,701
"162";4,913;0,315;-0,804;-0,85;-0,937;0,358;-0,701
"105";-0,76;1,319;-0,482;0,856;-0,562;-0,389;1,233
"ó";7,452;-0,54;-0,643;-0,68;0,256;-0,518;-0,561
"vossa";2,203;0,657;-0,643;-0,68;0,256;-0,518;-0,561
"verdadeiramente";0,321;-0,405;-0,482;6,575;-0,562;-0,389;-0,42
"teu";7,452;-0,54;-0,643;-0,68;0,256;-0,518;-0,561
"teoricamente";7,452;-0,54;-0,643;-0,68;-0,75;0,721;-0,561
"suficientemente";0,057;5,552;-0,643;-0,68;-0,75;-0,518;0,6
"repetidamente";0,057;-0,54;-0,643;-0,68;-0,75;-0,518;14,6
"quarenta";0,057;-0,54;0,417;4,059;-0,75;-0,518;-0,561
"penalmente";-1,013;29,67;-0,643;-0,68;-0,75;-0,518;-0,561
"parcialmente";0,321;8,601;-0,482;-0,51;-0,562;-0,389;-0,42
"originalmente";2,203;0,657;-0,643;-0,68;-0,75;0,721;-0,561
"liminarmente";0,057;15,223;-0,643;-0,68;-0,75;-0,518;-0,561
"l";2,203;-0,54;-0,643;-0,68;0,256;0,721;-0,561
"juntamente";-1,013;-0,54;4,382;-0,68;-0,75;-0,518;5,28
"integralmente";-0,76;1,319;7,016;-0,51;-0,562;-0,389;-0,42
"indiretamente";-1,013;0,657;-0,643;0,354;3,524;-0,518;-0,561
"geralmente";7,452;-0,54;-0,643;0,354;-0,75;-0,518;-0,561
"frequentemente";0,057;0,657;-0,643;-0,68;0,256;-0,518;0,6
"fortemente";0,057;-0,54;-0,643;0,354;-0,75;0,721;0,6
"décimo";-0,76;-0,405;0,955;0,856;-0,562;1,413;-0,42
"duramente";-1,013;0,657;-0,643;-0,68;-0,75;-0,518;14,6
"desligado";2,203;-0,54;0,417;0,354;-0,75;-0,518;-0,561
"deliberadamente";0,057;-0,54;0,417;-0,68;-0,75;-0,518;5,28
"debaixo";-1,013;-0,54;-0,643;11,793;-0,75;-0,518;0,6
"corretamente";0,057;5,552;-0,643;0,354;-0,75;-0,518;-0,561
"continuamente";-1,013;0,657;-0,643;0,354;-0,75;-0,518;5,28
"consequentemente";-1,013;0,657;0,417;0,354;-0,75;0,721;-0,561
"anualmente";0,057;-0,54;-0,643;0,354;-0,75;0,721;0,6
"adequadamente";0,057;0,657;-0,643;0,354;-0,75;0,721;-0,561
"acaso";0,057;5,552;-0,643;0,354;-0,75;-0,518;-0,561
"97";-1,013;-0,54;-0,643;23,557;-0,75;-0,518;-0,561
"93";-1,013;-0,54;4,382;4,059;-0,75;-0,518;-0,561
"900";0,057;-0,54;-0,643;0,354;3,524;-0,518;-0,561
"86";0,057;0,657;-0,643;-0,68;0,256;-0,518;0,6
"85";0,057;-0,54;-0,643;-0,68;-0,75;0,721;5,28
"81";-0,76;-0,405;-0,482;-0,51;-0,562;23,161;-0,42
"72";0,057;0,657;0,417;-0,68;-0,75;-0,518;0,6
"702";-1,013;-0,54;-0,643;-0,68;21,349;-0,518;-0,561
"68";2,203;0,657;-0,643;0,354;-0,75;-0,518;-0,561
"53";0,321;-0,405;-0,482;0,856;0,695;-0,389;-0,42
"513";-1,013;-0,54;-0,643;-0,68;-0,75;30,883;-0,561
"480";-1,013;0,657;0,417;-0,68;3,524;-0,518;-0,561
"450";-1,013;-0,54;-0,643;-0,68;10,555;-0,518;0,6
"43";-1,013;-0,54;-0,643;4,059;0,256;0,721;-0,561
"280";0,057;0,657;4,382;-0,68;-0,75;-0,518;-0,561
"2022";-1,013;-0,54;-0,643;4,059;-0,75;5,85;-0,561
"1998";-1,013;-0,54;-0,643;-0,68;-0,75;5,85;5,28
"1997";-1,013;-0,54;4,382;0,354;-0,75;-0,518;0,6
"1981";0,057;0,657;-0,643;0,354;-0,75;0,721;-0,561
"1979";2,203;0,657;0,417;-0,68;-0,75;-0,518;-0,561
"1953";0,057;-0,54;0,417;-0,68;-0,75;-0,518;5,28
"1945";2,203;-0,54;-0,643;0,354;-0,75;-0,518;0,6
"1848";4,018;-0,405;-0,482;-0,51;-0,562;-0,389;1,233
"130";0,057;-0,54;-0,643;-0,68;3,524;-0,518;0,6
"128";-0,76;-0,405;-0,482;-0,51;5,845;-0,389;1,233
"112";0,057;-0,54;-0,643;0,354;0,256;0,721;-0,561
"110";0,057;-0,54;-0,643;0,354;3,524;-0,518;-0,561
"104";-1,013;-0,54;-0,643;0,354;10,555;-0,518;-0,561
"voluntariamente";0,321;-0,405;0,955;0,856;-0,562;-0,389;-0,42
"unilateralmente";-0,76;-0,405;-0,482;0,856;-0,562;-0,389;8,233
"ultimamente";0,321;1,319;-0,482;-0,51;-0,562;1,413;-0,42
"u";0,321;1,319;-0,482;-0,51;-0,562;-0,389;1,233
"tua";0,321;-0,405;0,955;-0,51;-0,562;1,413;-0,42
"textualmente";-0,76;-0,405;-0,482;-0,51;16,011;-0,389;-0,42
"tecnicamente";0,321;1,319;-0,482;0,856;-0,562;-0,389;-0,42
"sétimo";-0,76;1,319;-0,482;-0,51;-0,562;9,003;-0,42
"substancialmente";-0,76;-0,405;0,955;-0,51;-0,562;1,413;1,233
"socialmente";4,018;-0,405;-0,482;-0,51;-0,562;1,413;-0,42
"semanalmente";-0,76;-0,405;-0,482;-0,51;5,845;-0,389;1,233
"secretamente";0,321;-0,405;-0,482;-0,51;-0,562;-0,389;8,233
"remotamente";-0,76;-0,405;-0,482;-0,51;16,011;-0,389;-0,42
"porquê";11,851;-0,405;-0,482;-0,51;-0,562;-0,389;-0,42
"popularmente";0,321;1,319;-0,482;-0,51;-0,562;1,413;-0,42
"permanentemente";-0,76;1,319;-0,482;0,856;-0,562;1,413;-0,42
"originariamente";-0,76;-0,405;-0,482;-0,51;16,011;-0,389;-0,42
"oportunamente";-0,76;-0,405;0,955;-0,51;5,845;-0,389;-0,42
"notadamente";0,321;-0,405;0,955;-0,51;0,695;-0,389;-0,42
"mutuamente";11,851;-0,405;-0,482;-0,51;-0,562;-0,389;-0,42
"moralmente";-0,76;-0,405;-0,482;6,575;0,695;-0,389;-0,42
"literalmente";0,321;1,319;-0,482;-0,51;-0,562;-0,389;1,233
"lamentavelmente";-0,76;-0,405;-0,482;6,575;0,695;-0,389;-0,42
"k";0,321;-0,405;-0,482;-0,51;0,695;-0,389;1,233
"interinamente";0,321;-0,405;0,955;-0,51;-0,562;1,413;-0,42
"injustamente";0,321;-0,405;-0,482;-0,51;0,695;-0,389;1,233
"ilicitamente";-0,76;1,319;-0,482;0,856;0,695;-0,389;-0,42
"hein";-0,76;1,319;-0,482;-0,51;-0,562;9,003;-0,42
"fundamentalmente";0,321;-0,405;-0,482;-0,51;-0,562;1,413;1,233
"francamente";-0,76;-0,405;-0,482;-0,51;-0,562;-0,389;21,419
"fielmente";0,321;1,319;0,955;-0,51;-0,562;-0,389;-0,42
"exemplarmente";-0,76;8,601;0,955;-0,51;-0,562;-0,389;-0,42
"excessivamente";0,321;-0,405;7,016;-0,51;-0,562;-0,389;-0,42
"estritamente";0,321;1,319;0,955;-0,51;-0,562;-0,389;-0,42
"essencialmente";-0,76;-0,405;-0,482;6,575;-0,562;1,413;-0,42
"decretado";-0,76;-0,405;-0,482;-0,51;5,845;1,413;-0,42
"contigo";0,321;1,319;-0,482;0,856;-0,562;-0,389;-0,42
"constitucionalmente";0,321;1,319;-0,482;-0,51;-0,562;1,413;-0,42
"consideravelmente";0,321;-0,405;-0,482;0,856;-0,562;1,413;-0,42
"comprovadamente";-0,76;-0,405;0,955;0,856;0,695;-0,389;-0,42
"che";11,851;-0,405;-0,482;-0,51;-0,562;-0,389;-0,42
"cento";-0,76;-0,405;-0,482;0,856;0,695;1,413;-0,42
"cegamente";-0,76;1,319;-0,482;-0,51;-0,562;-0,389;8,233
"ativamente";-0,76;1,319;-0,482;-0,51;0,695;1,413;-0,42
"aquém";0,321;-0,405;-0,482;6,575;-0,562;-0,389;-0,42
"abruptamente";-0,76;-0,405;-0,482;-0,51;-0,562;-0,389;21,419
"98";-0,76;-0,405;-0,482;17,666;-0,562;-0,389;-0,42
"750";-0,76;-0,405;-0,482;-0,51;16,011;-0,389;-0,42
"747";-0,76;1,319;-0,482;-0,51;5,845;-0,389;-0,42
"719";0,321;-0,405;0,955;-0,51;0,695;-0,389;-0,42
"690";4,018;1,319;-0,482;-0,51;-0,562;-0,389;-0,42
"69";0,321;1,319;-0,482;0,856;-0,562;-0,389;-0,42
"557";-0,76;-0,405;-0,482;6,575;0,695;-0,389;-0,42
"380";-0,76;-0,405;0,955;-0,51;0,695;1,413;-0,42
"367";-0,76;22,251;-0,482;-0,51;-0,562;-0,389;-0,42
"350";-0,76;8,601;-0,482;0,856;-0,562;-0,389;-0,42
"320";-0,76;-0,405;7,016;0,856;-0,562;-0,389;-0,42
"260";-0,76;1,319;-0,482;-0,51;-0,562;1,413;1,233
"252";-0,76;-0,405;-0,482;0,856;5,845;-0,389;-0,42
"230";-0,76;-0,405;0,955;-0,51;0,695;-0,389;1,233
"2023";-0,76;-0,405;-0,482;-0,51;0,695;-0,389;8,233
"1991";-0,76;-0,405;-0,482;0,856;-0,562;-0,389;8,233
"1989";0,321;-0,405;-0,482;-0,51;-0,562;9,003;-0,42
"1975";4,018;-0,405;-0,482;0,856;-0,562;-0,389;-0,42
"1967";11,851;-0,405;-0,482;-0,51;-0,562;-0,389;-0,42
"164";-0,76;-0,405;-0,482;-0,51;16,011;-0,389;-0,42
"123";-0,76;1,319;-0,482;0,856;0,695;-0,389;-0,42
"102";0,321;1,319;-0,482;-0,51;0,695;-0,389;-0,42
"07";-0,76;1,319;0,955;-0,51;0,695;-0,389;-0,42
"*txt_1218";-0,461;-5,141;77,674;-1,348;-0,198;-4,939;-5,34
"*txt_1212";-0,752;35,822;1,337;-1,023;-3,191;-2,206;-2,385
"*txt_1213";2,432;-1,35;-1,609;1,932;-0,252;0,717;-1,402
"*txt_1210";-4,311;-2,296;-2,737;63,115;-1,256;0,001;-2,385
"*txt_1211";-6,089;-3,243;4,728;-0,741;-4,507;61,669;-3,369
"*txt_1216";-0,069;13,951;1,337;-0,104;-1,256;-2,206;-2,385
"*txt_1214";-1,707;17,353;-2,415;-2,551;-2,815;18,322;-2,104
"*txt_1215";3,282;-0,005;7,065;-1,53;-1,688;-1,167;-1,262
"*txt_1137";28,959;7,574;-1,744;-3,914;-4,319;-2,986;-3,228
"*txt_1135";-3,295;14,597;3,122;-2,211;0,521;-1,686;-1,823
"*txt_1134";-7,052;29,107;-3,865;-6,304;35,321;-2,809;-5,2
"*txt_1133";29,741;-2,514;-0,526;-2,955;-3,14;12,75;-15,98
"*txt_1132";-4,565;25,012;-0,113;-3,062;0,011;2,052;-2,526
"*txt_1131";-6,054;10,722;39,343;-3,519;-0,334;-4,287;-4,636
"*txt_1139";-0,844;38,925;-1,77;-0,261;-0,371;-1,426;-1,542
"*txt_1138";-0,733;-0,224;-1,744;-1,921;-4,319;76,59;-3,228
"*txt_1091";-8,124;31,116;-5,158;-3,356;33,656;-4,157;-4,495
"*txt_1410";111,792;-5,955;-7,1;0,069;-8,277;-5,722;-6,187
"*txt_1411";102,602;-4,463;-5,32;-0,786;-6,202;-4,287;-4,636
"*txt_1412";-4,338;0,259;2,677;-2,049;12,93;0,003;-4,777
"*txt_1008";-0,44;0,945;4,778;-0,017;-0,939;-0,341;-0,44
"*txt_1415";-1,935;73,621;-0,776;-0,883;-3,003;-2,076;-2,245
"*txt_1416";1,929;-3,466;-0,341;67,103;-10,166;-3,222;-7,599
"*txt_1417";-9,143;-1,381;-5,805;106,417;-2,842;-0,005;-3,03
"*txt_1419";-2,788;0,417;0,173;-1,87;18,967;-1,426;-1,542
"*txt_1001";12,136;0,065;-0,418;-0,523;-2,094;-0,123;-1,226
"*txt_1007";70,438;-2,477;-5,32;-1,908;-6,202;-2,321;-0,314
"*txt_1006";-6,332;107,956;-11,645;-3,349;16,782;-9,384;-10,147
"*txt_1004";-3,587;-4,026;-7,262;-0,051;-8,465;182,68;-6,328
"*txt_1098";-0,015;-3,514;-2,185;54,316;-4,883;-0,366;-1,723
"*txt_1247";-2,166;-2,296;-2,737;-2,892;-3,191;-2,206;105,762
"*txt_1099";-2,4;-0,01;2,931;5,141;-1,419;-0,621;-0,023
"*txt_1486";0,304;-0,945;19,461;-1,19;-1,313;-0,907;-0,981
"*txt_1485";-4,325;61,354;1,859;-2,392;-1,283;-3,376;-3,65
"*txt_1484";-3,042;24,751;-1,931;3,426;-2,251;-0,116;-1,683
"*txt_1483";-0,457;-2,837;-3,382;0,348;-3,943;63,116;-2,947
"*txt_1482";-2,4;-0,01;1,059;-3,062;27,863;-2,336;-2,526
"*txt_1480";0,002;-2,271;-1,83;-0,028;29,247;-0,246;-6,187
"*txt_1489";-1,046;-0,361;30,557;-0,858;0,001;-1,377;-3,51
"*txt_1488";6,57;-0,689;-2,898;-1,167;-3,379;19,302;-2,526
"*txt_1256";-7,615;190,54;-4,835;-5,108;-1,881;-3,897;-4,213
"*txt_1257";2,136;29,018;-3,935;-4,319;-0,464;0,384;-6,893
"*txt_1254";-9,907;7,072;52,456;-6,646;0,658;-5,069;-5,481
"*txt_1252";-3,352;-1,133;-0,001;-3,744;53,764;-1,041;-3,088
"*txt_1253";-0,01;-5,21;-13,11;68,947;-12,986;19,77;-9,244
"*txt_1250";-4,565;41,72;-1,039;-3,062;4,177;-2,336;-2,526
"*txt_1251";-7,106;-0,602;-4,512;-4,767;125,419;-3,636;-3,932
"*txt_1316";-4,572;-4,734;-5,643;-5,962;-6,579;-4,548;218,967
"*txt_1313";-0,021;-2,161;-2,576;-2,721;-3,003;-2,076;70,691
"*txt_1258";-2,281;-1,215;-1,448;-1,53;-1,688;-1,167;64,289
"*txt_1310";0,008;-2,566;-1,176;28,847;-3,567;0,35;-2,666
"*txt_1248";-11,947;-2,622;-0,046;-8,014;150,281;-4,056;-6,61
"*txt_1163";0,279;-3,92;-1,178;32,42;-3,328;0,154;-4,073
"*txt_1078";0,901;1,557;3,122;0,008;-2,439;-1,686;-1,823
"*txt_1376";-7,933;-6,635;-7,91;-4,319;-9,221;-4,308;274,221
"*txt_1378";-6,852;-3,649;-4,35;-4,596;-5,072;-3,506;193,153
"*txt_1344";-2,166;-2,296;-2,737;-2,892;-3,191;-2,206;105,762
"*txt_1345";-2,534;-1,35;-1,609;-1,7;-1,876;-1,297;71,438
"*txt_1346";-3,803;-2,025;-2,415;-2,551;-2,815;-1,946;107,201
"*txt_1347";-2,166;-2,296;-2,737;-2,892;-3,191;-2,206;105,762
"*txt_1340";-4,311;-2,296;3,455;-2,892;38,467;-2,206;-2,385
"*txt_1341";-4,057;-2,161;-2,576;-2,721;-3,003;-2,076;114,357
"*txt_1343";-5,327;-2,837;-3,382;-1,614;-3,943;-2,726;134,294
"*txt_1173";-7,615;-4,056;-4,835;-5,108;-5,637;-3,897;214,668
"*txt_1172";19,685;-3,1;0,145;-0,313;-2,429;0,897;-7,175
"*txt_1171";-4,018;71,251;-2,634;-2,93;-5,328;7,235;-5,623
"*txt_1177";4,644;20,116;-0,906;-2,892;-1,256;-2,206;-2,385
"*txt_1176";10,133;-4,463;45,928;-5,621;-4,049;-4,287;-4,636
"*txt_1175";1,626;-0,513;48,68;-1,373;-4,718;-4,056;-6,61
"*txt_1174";-4,311;-2,296;-2,737;-1,023;78,587;-2,206;-2,385
"*txt_1179";-5,805;3,059;35,14;-5,45;2,05;-4,157;-4,495
"*txt_1178";21,684;-1,368;-3,866;-0,079;-2,442;2,076;-3,369
"*txt_1292";-4,338;-4,598;-5,481;-5,791;-6,39;-2,442;196,869
"*txt_1428";-2,281;9,119;2,865;-1,53;0,281;-1,167;-1,262
"*txt_1290";-5,51;-0,357;-3,128;-9,213;156,829;-7,028;-7,599
"*txt_1291";-4,08;-3,378;-4,028;-2,234;-4,695;-0,297;119,528
"*txt_1296";-10,927;-5,82;-6,938;-5,17;-8,088;-5,591;291,905
"*txt_1294";-3,295;-1,755;-2,092;-2,211;-2,439;-1,686;92,892
"*txt_1295";0;-0,675;-0,804;-0,85;-0,937;23,134;-0,701
"*txt_1353";-4,311;-2,296;-2,737;-2,892;-3,191;-2,206;121,514
"*txt_1352";68,574;-6,907;-8,234;0,404;-7,362;-6,636;0,098
"*txt_1351";0,006;-0,289;-3,866;-0,741;-4,507;-1,263;47,303
"*txt_1422";13,973;-2,431;-1,039;-0,169;-3,379;2,052;-0,758
"*txt_1357";-1,174;-3,116;-4,021;-0,057;79,456;-4,939;-5,34
"*txt_1356";-3,042;-1,62;-1,931;-2,04;-2,251;-1,556;85,739
"*txt_1355";81,936;-5,684;-4,646;-0,002;-7,899;-3,429;-2,215
"*txt_1354";-2,281;-1,215;-1,448;-1,53;-1,688;-1,167;64,289
"*txt_1050";-5,835;-3,108;-0,513;47,722;-2,267;-1,151;0,557
"*txt_1052";-0,901;118,48;-0,196;-4,252;-6,852;-1,285;-8,306
"*txt_1053";33,202;-0,003;-0,749;0,707;-5,275;-2,486;-8,448
"*txt_1054";-3,803;-0,39;-2,415;-0,746;-2,815;83,631;-2,104
"*txt_1056";0,059;-0,001;-4,231;-0,918;17,763;0,004;-3,326
"*txt_1057";2,419;-7,043;-8,396;42,109;-9,788;-2,989;3,808
"*txt_1058";-8,124;1,445;3,343;-5,45;39,525;-4,157;-4,495
"*txt_1190";-12,203;-0,58;22,59;-2,655;28,355;-2,531;-6,751
"*txt_1193";1,198;-0,289;-3,866;-2,077;-4,507;52,009;-3,369
"*txt_1192";7,452;-0,54;-0,643;-0,68;-0,75;0,721;-0,561
"*txt_1195";-4,819;-0,796;-1,176;2,134;-0,396;31,751;-2,666
"*txt_1197";12,136;0,065;3,328;-0,523;-4,131;-2,856;-3,088
"*txt_1196";30,599;-2,984;-1,203;-0,825;-13,954;20,962;-10,431
"*txt_1463";-1,05;-1,62;7,79;3,426;0,007;-1,556;-1,683
"*txt_1186";-2,606;-0,016;2,127;10,531;-9,977;11,709;-7,458
"*txt_1462";-4,806;-2,859;146,1;-4,011;-2,842;-4,678;-5,059
"*txt_1458";-6,089;-3,243;-0,613;37,195;5,572;-3,116;-3,369
"*txt_1454";48,174;0,03;-3,705;-3,914;-4,319;-0,175;-3,228
"*txt_1455";-2,635;-2,566;2,478;36,272;-1,585;-2,466;-2,666
"*txt_1456";-0,131;-8,132;-9,694;219,052;-11,301;-7,812;-8,448
"*txt_1457";213,56;-17,4;-28,382;4,453;-18,37;-2,038;-18,279
"*txt_1450";-3,837;0,525;65,443;-4,085;-1,004;-3,116;-3,369
"*txt_1452";-0,61;26,741;-5,005;-9,041;45,664;-8,025;-10,999
"*txt_1399";-8,556;-5,82;-3,06;66,156;11,843;-5,591;-6,046
"*txt_1229";-4,565;-2,431;26,278;-3,062;11,14;-2,336;-2,526
"*txt_1228";19,909;-3,378;-0,072;-4,255;-4,695;10,398;-3,51
"*txt_1227";-0,752;-2,296;6,561;-1,023;8,258;-0,523;-2,385
"*txt_1225";-0,881;-4,056;-2,788;1,882;-5,637;69,752;-4,213
"*txt_1224";202,884;-10,041;-11,97;-0,333;-13,954;-7,507;-10,431
"*txt_1223";-11,182;-3,895;48,366;-5,337;29,247;-5,722;-6,187
"*txt_1222";-3,042;0,262;48,603;-2,04;-2,251;-1,556;-1,683
"*txt_1220";-3,352;-1,133;-3,543;8,474;-4,131;13,45;0,71
"*txt_1464";-11,182;-5,955;6,668;57,003;-0,649;-5,722;-1,226
"*txt_1467";-7,361;-1,975;-4,673;-4,938;142,663;-3,766;-4,073
"*txt_1466";-8,125;-5,864;65,919;17,076;-9,401;-0,764;-8,123
"*txt_1465";-8,054;-5,548;10,995;50,776;-1,124;-5,33;-3,703
"*txt_1396";16,382;-3,634;-2,917;2,931;-1,243;0,329;-5,905
"*txt_1395";-4,08;75,34;-2,037;-0,128;-2,617;-0,297;-3,51
"*txt_1394";0,286;-0,068;-0,249;20,319;-1,753;-2,596;-2,807
"*txt_1393";-0,885;1,84;7,65;-4,085;-4,507;11,32;-3,369
"*txt_1460";-1,707;-2,025;-2,415;-0,746;-2,815;83,631;-2,104
"*txt_1391";90,485;-3,725;-16,395;1,309;-17,229;4,009;-16,266
"*txt_1390";3,215;0,657;-4,835;-0,034;-5,637;18,803;-4,213
"*txt_1015";-7,615;13,215;-2,788;-3,032;44,234;-3,897;-4,213
"*txt_1017";-3,295;-0,218;-0,414;0,768;-2,439;32,128;-1,823
"*txt_1469";-4,57;-3,649;72,449;-4,596;2,094;-3,506;-3,791
"*txt_1012";0,117;0;-2,737;-0,104;-3,191;28,833;-2,385
"*txt_1398";-2,873;44,294;-3,221;-1,463;-3,755;6,774;-2,807
"*txt_1498";-7,106;106,772;-2,485;-2,71;-3,149;0,219;-3,932
"*txt_1082";-5,835;-3,108;103,219;-3,914;-0,13;-2,986;-3,228
"*txt_1490";0,228;-0,486;17,547;-0,883;-1,096;-2,076;-0,542
"*txt_1491";-4,057;73,621;-2,576;-2,721;0,106;-2,076;-2,245
"*txt_1492";-4,481;-6,411;-4,384;24,671;43,59;-6,091;-8,872
"*txt_1493";-3,042;24,751;-1,931;-2,04;-2,251;10,786;-1,683
"*txt_1494";1,496;-1,25;-0,013;-1,921;-4,319;29,995;-3,228
"*txt_1495";-6,343;-3,378;-4,028;-2,234;-4,695;-3,246;162,878
"*txt_1496";-3,8;7,072;52,456;-4,506;-0,899;-5,069;-5,481
"*txt_1497";-2,315;-0,361;24,486;-0,858;2,813;-3,246;-3,51
"*txt_1128";0,457;0,159;0,477;0,813;-2,383;3,005;-8,306
"*txt_1129";-12,6;-5,877;-5,437;4,051;-11,112;196,559;-8,306
"*txt_1081";-1,489;5,595;-3,382;-3,573;-3,943;52,695;-2,947
"*txt_1080";4,176;-2,837;14,835;-1,614;-0,62;-0,932;-2,947
"*txt_1087";2,691;-5,82;-6,938;-0,946;-5,88;92,559;-6,046
"*txt_1120";-2,4;-0,689;61,743;-3,062;-0,296;-2,336;-2,526
"*txt_1121";0,013;19,448;-2,253;-0,615;-2,627;1,369;-1,964
"*txt_1122";-5,327;-1,019;58,45;-3,573;1,019;-2,726;-2,947
"*txt_1088";0,343;-1,368;39,88;-2,077;-1,004;-3,116;-3,369
"*txt_1124";-5,063;-3,92;2,579;6,388;5,086;-0,036;-4,073
"*txt_1126";-2,635;-0,796;-3,059;-1,314;-1,585;85,328;-2,666
"*txt_1127";38,232;-3,243;-0,037;-0,741;-4,507;-0,233;-3,369
"*txt_1269";-0,752;-2,296;-0,062;-2,892;47,167;-2,206;-2,385
"*txt_1268";-5,835;7,574;-3,705;-3,914;50,143;-2,986;-3,228
"*txt_1263";52,747;-2,431;-1,039;-1,167;-3,379;-2,336;-2,526
"*txt_1262";36,659;-7,043;-8,396;24,12;-7,548;-6,766;-2,059
"*txt_1261";-1,028;-4,191;-4,997;89,172;-5,825;-0,771;-0,982
"*txt_1260";-4,819;-0,796;-3,059;-3,232;89,241;-2,466;-2,666
"*txt_1267";4,354;-1,485;-0,209;1,443;-2,063;0,488;-1,542
"*txt_1266";-2,334;-4,327;-5,158;10,192;-6,013;-4,157;57,531
